Run,File_name,AGE,Assay.Type,Genotype,chip_antibody,tissue_type,genome_build,bam_url,bai_url,bw_url
SRR4252660,ChIP_BRD4_A_11_1,A_11_1,ChIP,WT,BRD4,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_A_11_1.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_A_11_1.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_BRD4_A_11_1.bw
SRR4252687,ChIP_CTCF_A_11_2,A_11_2,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_A_11_2.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_A_11_2.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_A_11_2.bw
SRR4252688,ChIP_CTCF_A_11_3,A_11_3,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_A_11_3.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_A_11_3.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_A_11_3.bw
SRR4252716,ChIP_H3K27Ac_A_11_4,A_11_4,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_A_11_4.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_A_11_4.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_A_11_4.bw
SRR4252717,ChIP_H3K27Ac_A_11_5,A_11_5,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_A_11_5.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_A_11_5.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_A_11_5.bw
SRR4252742,ChIP_H3K27me3_A_11_6,A_11_6,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_6.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_6.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_A_11_6.bw
SRR4252743,ChIP_H3K27me3_A_11_7,A_11_7,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_7.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_7.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_A_11_7.bw
SRR4252746,ChIP_H3K27me3_A_11_8,A_11_8,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_8.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_8.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_A_11_8.bw
SRR4252747,ChIP_H3K27me3_A_11_9,A_11_9,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_9.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_A_11_9.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_A_11_9.bw
SRR4252774,ChIP_H3K36me3_A_11_10,A_11_10,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_A_11_10.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_A_11_10.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_A_11_10.bw
SRR4252775,ChIP_H3K36me3_A_11_11,A_11_11,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_A_11_11.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_A_11_11.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_A_11_11.bw
SRR4252802,ChIP_H3K4me1_A_11_12,A_11_12,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_A_11_12.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_A_11_12.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_A_11_12.bw
SRR4252803,ChIP_H3K4me1_A_11_13,A_11_13,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_A_11_13.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_A_11_13.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_A_11_13.bw
SRR4252830,ChIP_H3K4me2_A_11_14,A_11_14,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_A_11_14.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_A_11_14.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_A_11_14.bw
SRR4252831,ChIP_H3K4me2_A_11_15,A_11_15,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_A_11_15.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_A_11_15.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_A_11_15.bw
SRR4252858,ChIP_H3K4me3_A_11_16,A_11_16,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_A_11_16.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_A_11_16.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_A_11_16.bw
SRR4252859,ChIP_H3K4me3_A_11_17,A_11_17,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_A_11_17.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_A_11_17.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_A_11_17.bw
SRR4252887,ChIP_H3K9-14Ac_A_11_18,A_11_18,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_A_11_18.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_A_11_18.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_A_11_18.bw
SRR4252888,ChIP_H3K9-14Ac_A_11_19,A_11_19,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_A_11_19.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_A_11_19.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_A_11_19.bw
SRR4252906,ChIP_H3K9me3_A_11_20,A_11_20,ChIP,WT,H3K9me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_A_11_20.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_A_11_20.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9me3_A_11_20.bw
SRR4252924,ChIP_RNAPolII_A_11_21,A_11_21,ChIP,WT,RNAPolll,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_A_11_21.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_A_11_21.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_RNAPolII_A_11_21.bw
SRR4252953,ChIP_INPUT_A_11_22,A_11_22,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_A_11_22.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_A_11_22.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_A_11_22.bw
SRR4252954,ChIP_INPUT_A_11_23,A_11_23,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_A_11_23.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_A_11_23.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_A_11_23.bw
SRR4252650,ChIP_BRD4_E_14.5_1,E_14.5_1,ChIP,WT,BRD4,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_E_14.5_1.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_E_14.5_1.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_BRD4_E_14.5_1.bw
SRR4252669,ChIP_CTCF_E_14.5_2,E_14.5_2,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_14.5_2.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_14.5_2.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_E_14.5_2.bw
SRR4252670,ChIP_CTCF_E_14.5_3,E_14.5_3,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_14.5_3.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_14.5_3.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_E_14.5_3.bw
SRR4252697,ChIP_H3K27Ac_E_14.5_4,E_14.5_4,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_14.5_4.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_14.5_4.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_E_14.5_4.bw
SRR4252698,ChIP_H3K27Ac_E_14.5_5,E_14.5_5,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_14.5_5.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_14.5_5.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_E_14.5_5.bw
SRR4252726,ChIP_H3K27me3_E_14.5_6,E_14.5_6,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_14.5_6.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_14.5_6.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_E_14.5_6.bw
SRR4252727,ChIP_H3K27me3_E_14.5_7,E_14.5_7,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_14.5_7.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_14.5_7.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_E_14.5_7.bw
SRR4252756,ChIP_H3K36me3_E_14.5_8,E_14.5_8,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_14.5_8.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_14.5_8.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_E_14.5_8.bw
SRR4252757,ChIP_H3K36me3_E_14.5_9,E_14.5_9,ChIP,WT,H3K36me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_14.5_9.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K36me3/ChIP_H3K36me3_E_14.5_9.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K36me3_E_14.5_9.bw
SRR4252784,ChIP_H3K4me1_E_14.5_10,E_14.5_10,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_14.5_10.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_14.5_10.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_E_14.5_10.bw
SRR4252785,ChIP_H3K4me1_E_14.5_11,E_14.5_11,ChIP,WT,H3K4me1,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_14.5_11.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me1/ChIP_H3K4me1_E_14.5_11.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me1_E_14.5_11.bw
SRR4252812,ChIP_H3K4me2_E_14.5_12,E_14.5_12,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_14.5_12.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_14.5_12.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_E_14.5_12.bw
SRR4252813,ChIP_H3K4me2_E_14.5_13,E_14.5_13,ChIP,WT,H3K4me2,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_14.5_13.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me2/ChIP_H3K4me2_E_14.5_13.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me2_E_14.5_13.bw
SRR4252840,ChIP_H3K4me3_E_14.5_14,E_14.5_14,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_14.5_14.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_14.5_14.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_E_14.5_14.bw
SRR4252841,ChIP_H3K4me3_E_14.5_15,E_14.5_15,ChIP,WT,H3K4me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_14.5_15.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K4me3/ChIP_H3K4me3_E_14.5_15.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K4me3_E_14.5_15.bw
SRR4252869,ChIP_H3K9-14Ac_E_14.5_16,E_14.5_16,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_14.5_16.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_14.5_16.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_E_14.5_16.bw
SRR4252870,ChIP_H3K9-14Ac_E_14.5_17,E_14.5_17,ChIP,WT,H3K9-14Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_14.5_17.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9-14Ac/ChIP_H3K9-14Ac_E_14.5_17.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9-14Ac_E_14.5_17.bw
SRR4252897,ChIP_H3K9me3_E_14.5_18,E_14.5_18,ChIP,WT,H3K9me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_E_14.5_18.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K9me3/ChIP_H3K9me3_E_14.5_18.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K9me3_E_14.5_18.bw
SRR4252915,ChIP_RNAPolII_E_14.5_19,E_14.5_19,ChIP,WT,RNAPolll,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_E_14.5_19.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/RNAPolll/ChIP_RNAPolII_E_14.5_19.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_RNAPolII_E_14.5_19.bw
SRR4252933,ChIP_INPUT_E_14.5_20,E_14.5_20,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_14.5_20.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_14.5_20.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_E_14.5_20.bw
SRR4252934,ChIP_INPUT_E_14.5_21,E_14.5_21,ChIP,WT,INPUT,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_14.5_21.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/INPUT/ChIP_INPUT_E_14.5_21.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_INPUT_E_14.5_21.bw
SRR4252651,ChIP_BRD4_E_17.5_1,E_17.5_1,ChIP,WT,BRD4,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_E_17.5_1.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/BRD4/ChIP_BRD4_E_17.5_1.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_BRD4_E_17.5_1.bw
SRR4252671,ChIP_CTCF_E_17.5_2,E_17.5_2,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_17.5_2.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_17.5_2.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_E_17.5_2.bw
SRR4252672,ChIP_CTCF_E_17.5_3,E_17.5_3,ChIP,WT,CTCF,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_17.5_3.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/CTCF/ChIP_CTCF_E_17.5_3.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_CTCF_E_17.5_3.bw
SRR4252699,ChIP_H3K27Ac_E_17.5_4,E_17.5_4,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_17.5_4.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_17.5_4.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_E_17.5_4.bw
SRR4252700,ChIP_H3K27Ac_E_17.5_5,E_17.5_5,ChIP,WT,H3K27Ac,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_17.5_5.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27Ac/ChIP_H3K27Ac_E_17.5_5.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27Ac_E_17.5_5.bw
SRR4252728,ChIP_H3K27me3_E_17.5_6,E_17.5_6,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_17.5_6.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_17.5_6.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_E_17.5_6.bw
SRR4252729,ChIP_H3K27me3_E_17.5_7,E_17.5_7,ChIP,WT,H3K27me3,retina,mm10,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_17.5_7.bam,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bam/H3K27me3/ChIP_H3K27me3_E_17.5_7.bam.bai,https://aldiri-2017-retina-epigenome.s3.us-east-2.amazonaws.com/ChIP/bigwig/ChIP_H3K27me3_E_17.5_7.bw
